time_s,H_q235_j,H_qt_j,H_weld_j,weld_to_qt_j,weld_to_q235_j,source_total_j,loss_q235_j,loss_qt_j,loss_weld_j
24.8,14500.7108504945,32665.8646126956,149.667768389276,1148.92470252237,1309.1517001876,3366,244.964326814975,269.164198657681,54.2124006781759
24.9,14521.0502536211,32686.033268455,149.863504076742,1166.49271446833,1327.72383652191,3415.5,248.862485118894,273.247625325549,55.0270211318768
25,14541.362549116,32706.2168246809,150.057995458821,1184.07925116551,1346.27716559139,3465,252.768943789922,277.334676278105,55.8431684045868
25.1,14561.6472015481,32726.4147112818,150.251131100059,1201.68379592004,1364.8111585688,3514.5,256.683709431544,281.425404912987,56.6619994528614
25.2,14581.9036589734,32746.6263609498,150.442837862261,1219.30583643503,1383.32527186114,3564,260.606790394884,285.519866241318,57.4846433047673
25.3,14602.1313679117,32766.8512197162,150.633072606474,1236.94487363967,1401.81896155088,3613.5,264.538196242679,289.618115160795,58.3121860876338
25.4,14622.3297848242,32787.0887545645,150.821816159509,1254.60042798395,1420.29169442985,3663,268.477937305535,293.720205138133,59.1456597328023
25.5,14642.4988309345,32807.3388859361,151.009762887849,1272.27243680858,1438.74338788718,3712.5,272.426009749035,297.826153072253,59.9845151439491
25.6,14662.640620295,32827.6036156457,151.20035488564,1289.96274889527,1457.17608311698,3762,276.382340714682,301.935805930708,60.8214202511103
25.7,14682.7566023522,32847.8841702605,151.392802413353,1307.67247081445,1475.59117994055,3811.5,280.346880577479,306.049043716147,61.6546584020949
25.8,14702.8474987575,32868.1810135453,151.586095106376,1325.40199873745,1493.98936715348,3861,284.319596481354,310.165798835747,62.4841549945951
25.9,14722.9135361907,32888.4941362819,151.779473407928,1343.15129906394,1512.37085084088,3910.5,288.300467831919,314.286046906769,63.3104971006028
26,14742.9546303902,32908.8232596078,151.972407197826,1360.92009892797,1530.73553503854,3960,292.289482926494,318.409793926406,64.1345836704778
