time_s,probe,s_mm,n_mm,z_mm,material_id,birth_fraction,elmer_common_c,fvm_common_c,delta_common_c,elmer_native_c,fvm_native_c,delta_native_c
18.2,q235_near_interface,0.0,0.2,0.0,1,1.0,416.1247840402674,401.9661824151096,14.158601625157814,393.5019588055628,401.96618241511,-8.464223609547162
18.2,q235_far,0.0,1.0,0.0,1,1.0,375.53746892255987,366.6263550477366,8.911113874823286,365.6243618089489,366.626355047737,-1.0019932387880885
18.3,weld_center,0.0,-0.5,0.5,3,0.0,nan,nan,nan,nan,nan,nan
18.3,qt_near_interface,0.0,-0.2,-0.2,2,1.0,525.4489269073005,540.9767206202225,-15.527793712922062,544.603015185909,540.976720620223,3.6262945656860666
18.3,qt_far,0.0,-1.0,-1.0,2,1.0,440.0437025151739,447.18772722022067,-7.144024705046775,421.7823364273017,447.187727220221,-25.40539079291932
18.3,q235_near_interface,0.0,0.2,0.0,1,1.0,426.4149545898545,411.50264475079405,14.91230983906047,402.8391555965231,411.502644750794,-8.663489154270906
18.3,q235_far,0.0,1.0,0.0,1,1.0,383.18279044866165,373.97989896396666,9.202891484694987,373.1886696393764,373.979898963967,-0.7912293245905744
18.4,weld_center,0.0,-0.5,0.5,3,0.0,nan,nan,nan,nan,nan,nan
18.4,qt_near_interface,0.0,-0.2,-0.2,2,1.0,541.4621775845678,557.8526199385498,-16.39044235398194,563.4780100301891,557.85261993855,5.625390091639133
18.4,qt_far,0.0,-1.0,-1.0,2,1.0,451.5053503970663,458.83007868376257,-7.324728286696256,432.8078926497501,458.830078683762,-26.022186034011895
18.4,q235_near_interface,0.0,0.2,0.0,1,1.0,436.74175887773544,421.09636870137837,15.645390176357068,412.2661641974034,421.096368701378,-8.830204503974642
18.4,q235_far,0.0,1.0,0.0,1,1.0,390.8548133673325,381.3730851494996,9.481728217832881,380.7989293274302,381.3730851495,-0.5741558220698266
18.5,weld_center,0.0,-0.5,0.5,3,0.0,nan,nan,nan,nan,nan,nan
18.5,qt_near_interface,0.0,-0.2,-0.2,2,1.0,557.6111496481865,574.885807871087,-17.274658222900484,582.5204447867164,574.885807871088,7.634636915628448
18.5,qt_far,0.0,-1.0,-1.0,2,1.0,463.03034845266484,470.53544362607744,-7.505095173412599,443.9451424716116,470.535443626077,-26.590301154465408
18.5,q235_near_interface,0.0,0.2,0.0,1,1.0,447.06634207571983,430.7239758112743,16.34236626444556,421.7431331986284,430.723975811274,-8.980842612645574
18.5,q235_far,0.0,1.0,0.0,1,1.0,398.52700277732174,388.78994576408104,9.737057013240701,388.430115551512,388.789945764081,-0.35983021256896564
18.6,weld_center,0.0,-0.5,0.5,3,0.0,nan,nan,nan,nan,nan,nan
18.6,qt_near_interface,0.0,-0.2,-0.2,2,1.0,573.8350630093452,592.0262844340889,-18.19122142474373,601.6751033008481,592.026284434089,9.648818866759143
18.6,qt_far,0.0,-1.0,-1.0,2,1.0,474.57159863035605,482.28105798422814,-7.7094593538720915,455.1336004819788,482.281057984228,-27.14745750224921
18.6,q235_near_interface,0.0,0.2,0.0,1,1.0,457.3623783589755,440.3883902459555,16.97398811301997,431.2332048274396,440.388390245956,-9.155185418516396
18.6,q235_far,0.0,1.0,0.0,1,1.0,406.1803238145861,396.23255248110996,9.947771333476112,396.056569608756,396.23255248111,-0.17598287235404086
18.7,weld_center,0.0,-0.5,0.5,3,0.0,nan,nan,nan,nan,nan,nan
18.7,qt_near_interface,0.0,-0.2,-0.2,2,1.0,586.8049032297762,611.2304656622332,-24.425562432457014,612.4325082396724,611.230465662234,1.2020425774384194
